mir,gene
hsa-miR-23a-3p,EGR3
hsa-miR-23a-3p,ZNF395
hsa-miR-23a-3p,PDE7A
hsa-miR-23a-3p,RAD21
hsa-miR-23a-3p,HAS2
hsa-miR-23a-3p,MICU3
hsa-miR-23a-3p,PLPBP
hsa-miR-23a-3p,CRISPLD1
hsa-miR-23a-3p,HNF4G
hsa-miR-23a-3p,ZFHX4
hsa-miR-23a-3p,PKIA
hsa-miR-23a-3p,CA2
hsa-miR-23a-3p,ESRP1
hsa-miR-23a-3p,ATP6V1C1
hsa-miR-23a-3p,TRIB1
hsa-miR-23a-3p,NFIB
hsa-miR-23a-3p,HAUS6
hsa-miR-23a-3p,RNF38
hsa-miR-23a-3p,TMEM2
hsa-miR-23a-3p,AUH
hsa-miR-23a-3p,NR6A1
hsa-miR-23a-3p,PPP6C
hsa-miR-23a-3p,NACC2
hsa-miR-23a-3p,SLC1A1
hsa-miR-23a-3p,UBE2R2
hsa-miR-23a-3p,TMOD1
hsa-miR-23a-3p,NCBP1
hsa-miR-23a-3p,GALNT12
hsa-miR-23a-3p,RAD23B
hsa-miR-23a-3p,NEK6
hsa-miR-23a-3p,ZBTB43
hsa-miR-23a-3p,ZBTB34
hsa-miR-23a-3p,ANOS1
hsa-miR-23a-3p,ADGRG2
hsa-miR-23a-3p,ZC4H2
hsa-miR-23a-3p,TENM1
hsa-miR-23a-3p,HS6ST2
hsa-miR-23a-3p,RAB39B
hsa-miR-23a-3p,SMS
hsa-miR-23a-3p,KDM6A
hsa-miR-23a-3p,CHST7
hsa-miR-23a-3p,FOXO4
hsa-miR-23a-3p,COL4A5
hsa-miR-23a-3p,SLC6A14
hsa-miR-23a-3p,XIAP
hsa-miR-23a-3p,FMR1
hsa-miR-23b-3p,DDX3Y
hsa-miR-23b-3p,CTNNBIP1
hsa-miR-23b-3p,PTP4A2
hsa-miR-23b-3p,MARCKSL1
hsa-miR-23b-3p,EPS15
hsa-miR-23b-3p,TGFBR3
hsa-miR-23b-3p,TMED5
hsa-miR-23b-3p,RSBN1
hsa-miR-23b-3p,ZNF697
hsa-miR-23b-3p,GOLPH3L
hsa-miR-23b-3p,TPM3
hsa-miR-23b-3p,IGSF8
hsa-miR-23b-3p,TADA1
hsa-miR-23b-3p,NUAK2
hsa-miR-23b-3p,YOD1
hsa-miR-23b-3p,LPGAT1
hsa-miR-23b-3p,LBR
hsa-miR-23b-3p,CCSAP
hsa-miR-23b-3p,HNRNPU
hsa-miR-23b-3p,CAMTA1
hsa-miR-23b-3p,PNRC2
hsa-miR-23b-3p,HMGN2
hsa-miR-23b-3p,STX12
hsa-miR-23b-3p,SESN2
hsa-miR-23b-3p,S100PBP
hsa-miR-23b-3p,KDM4A
hsa-miR-23b-3p,DNAJC6
hsa-miR-23b-3p,PDE4B
hsa-miR-23b-3p,FNBP1L
hsa-miR-23b-3p,RAP1A
hsa-miR-23b-3p,MAGI3
hsa-miR-23b-3p,RPRD2
hsa-miR-23b-3p,SNX27
hsa-miR-23b-3p,IL6R
hsa-miR-23b-3p,DNM3
hsa-miR-23b-3p,SUCO
hsa-miR-23b-3p,CEP350
hsa-miR-23b-3p,SWT1
hsa-miR-23b-3p,NEK7
hsa-miR-23b-3p,CAMSAP2
hsa-miR-23b-3p,RRP15
hsa-miR-23b-3p,MAP3K21
hsa-miR-23b-3p,ZBTB18
hsa-miR-23b-3p,DIP2C
hsa-miR-23b-3p,JCAD
hsa-miR-23b-3p,CXCL12
hsa-miR-23b-3p,CCDC6
hsa-miR-23b-3p,JMJD1C
hsa-miR-23b-3p,RUFY2
hsa-miR-23b-3p,FRAT2
hsa-miR-23b-3p,CHUK
hsa-miR-23b-3p,HSPA12A
hsa-miR-23b-3p,RAB11FIP2
hsa-miR-23b-3p,CACUL1
hsa-miR-23b-3p,PRDX3
hsa-miR-23b-3p,EBF3
hsa-miR-23b-3p,WDR37
hsa-miR-23b-3p,CELF2
hsa-miR-23b-3p,ZEB1
hsa-miR-23b-3p,UBE2D1
hsa-miR-23b-3p,PLAU
hsa-miR-23b-3p,PPIF
hsa-miR-23b-3p,GHITM
hsa-miR-23b-3p,PTEN
hsa-miR-23b-3p,FAS
hsa-miR-23b-3p,TNKS2
hsa-miR-23b-3p,BTAF1
hsa-miR-23b-3p,DUSP5
hsa-miR-23b-3p,ADRA2A
hsa-miR-23b-3p,GRK5
hsa-miR-23b-3p,SEC23IP
hsa-miR-23b-3p,ABRAXAS2
hsa-miR-23b-3p,INPP5A
hsa-miR-23b-3p,RRAS2
hsa-miR-23b-3p,PIK3C2A
hsa-miR-23b-3p,LGR4
hsa-miR-23b-3p,AMBRA1
hsa-miR-23b-3p,CELF1
hsa-miR-23b-3p,B4GAT1
hsa-miR-23b-3p,CREBZF
hsa-miR-23b-3p,CCDC82
hsa-miR-23b-3p,ARHGAP20
hsa-miR-23b-3p,PRDM10
hsa-miR-23b-3p,ZBTB44
hsa-miR-23b-3p,TEAD1
hsa-miR-23b-3p,RCN1
hsa-miR-23b-3p,QSER1
hsa-miR-23b-3p,MADD
hsa-miR-23b-3p,OTUB1
hsa-miR-23b-3p,GRK2
hsa-miR-23b-3p,LRP5
hsa-miR-23b-3p,FUT4
hsa-miR-23b-3p,SDHD
hsa-miR-23b-3p,IPO8
hsa-miR-23b-3p,GXYLT1
hsa-miR-23b-3p,OSBPL8
hsa-miR-23b-3p,PPP1R12A
hsa-miR-23b-3p,KITLG
hsa-miR-23b-3p,NUAK1
hsa-miR-23b-3p,WNK1
hsa-miR-23b-3p,FAM234B
hsa-miR-23b-3p,STK38L
hsa-miR-23b-3p,PRR13
hsa-miR-23b-3p,HOXC11
hsa-miR-23b-3p,TBC1D15
hsa-miR-23b-3p,TMPO
hsa-miR-23b-3p,APAF1
hsa-miR-23b-3p,ANO4
hsa-miR-23b-3p,TXNRD1
hsa-miR-23b-3p,TMEM263
hsa-miR-23b-3p,KMT5A
hsa-miR-23b-3p,SLC7A1
hsa-miR-23b-3p,UBL3
hsa-miR-23b-3p,SPRY2
hsa-miR-23b-3p,ZMYM2
hsa-miR-23b-3p,WBP4
hsa-miR-23b-3p,BORA
hsa-miR-23b-3p,KLF5
hsa-miR-23b-3p,NDFIP2
hsa-miR-23b-3p,IPO5
hsa-miR-23b-3p,CFL2
hsa-miR-23b-3p,SEC23A
hsa-miR-23b-3p,TRAPPC6B
hsa-miR-23b-3p,NIN
hsa-miR-23b-3p,SIX4
hsa-miR-23b-3p,PPP2R5E
hsa-miR-23b-3p,VTI1B
hsa-miR-23b-3p,ENTPD5
hsa-miR-23b-3p,TTC7B
hsa-miR-23b-3p,PPP1R13B
hsa-miR-23b-3p,CTAGE5
hsa-miR-23b-3p,RBM25
hsa-miR-23b-3p,ISCA2
hsa-miR-23b-3p,CIPC
hsa-miR-23b-3p,NRXN3
hsa-miR-23b-3p,PPP4R4
hsa-miR-23b-3p,ZNF839
hsa-miR-23b-3p,TJP1
hsa-miR-23b-3p,MEIS2
hsa-miR-23b-3p,NEDD4
hsa-miR-23b-3p,ALDH1A2
hsa-miR-23b-3p,BNIP2
hsa-miR-23b-3p,RORA
hsa-miR-23b-3p,RBPMS2
hsa-miR-23b-3p,AAGAB
hsa-miR-23b-3p,GREM1
hsa-miR-23b-3p,PAK6
hsa-miR-23b-3p,BUB1B-PAK6
hsa-miR-23b-3p,RTF1
hsa-miR-23b-3p,SEMA6D
hsa-miR-23b-3p,RAB8B
hsa-miR-23b-3p,GLCE
hsa-miR-23b-3p,CLK3
hsa-miR-23b-3p,WHAMM
hsa-miR-23b-3p,FANCI
hsa-miR-23b-3p,GLYR1
hsa-miR-23b-3p,GPRC5B
hsa-miR-23b-3p,ZNF423
hsa-miR-23b-3p,TOX3
hsa-miR-23b-3p,NUDT21
hsa-miR-23b-3p,ZFHX3
hsa-miR-23b-3p,CBFA2T3
hsa-miR-23b-3p,C16orf72
hsa-miR-23b-3p,PDXDC1
hsa-miR-23b-3p,TNRC6A
hsa-miR-23b-3p,IL21R
hsa-miR-23b-3p,ZNF267
hsa-miR-23b-3p,CTCF
hsa-miR-23b-3p,CRK
hsa-miR-23b-3p,PITPNA
hsa-miR-23b-3p,ANKFY1
hsa-miR-23b-3p,NUFIP2
hsa-miR-23b-3p,SSH2
hsa-miR-23b-3p,CRLF3
hsa-miR-23b-3p,STAT5B
hsa-miR-23b-3p,RETREG3
hsa-miR-23b-3p,MPP2
hsa-miR-23b-3p,ATXN7L3
hsa-miR-23b-3p,HOXB4
hsa-miR-23b-3p,ZNF652
hsa-miR-23b-3p,HELZ
hsa-miR-23b-3p,SLC16A6
hsa-miR-23b-3p,WBP2
hsa-miR-23b-3p,UBE2O
hsa-miR-23b-3p,CPD
hsa-miR-23b-3p,CCL7
hsa-miR-23b-3p,GGNBP2
hsa-miR-23b-3p,DHRS11
hsa-miR-23b-3p,HEXIM1
hsa-miR-23b-3p,MRC2
hsa-miR-23b-3p,SEC14L1
hsa-miR-23b-3p,TNRC6C
hsa-miR-23b-3p,SYT4
hsa-miR-23b-3p,BCL2
hsa-miR-23b-3p,MYL12B
hsa-miR-23b-3p,TGIF1
hsa-miR-23b-3p,VAPA
hsa-miR-23b-3p,NEDD4L
hsa-miR-23b-3p,SOCS6
hsa-miR-23b-3p,SAFB2
hsa-miR-23b-3p,HOOK2
hsa-miR-23b-3p,UQCRFS1
hsa-miR-23b-3p,TSHZ3
hsa-miR-23b-3p,PNMA8A
hsa-miR-23b-3p,CARD8
hsa-miR-23b-3p,VRK3
hsa-miR-23b-3p,ZNF816-ZNF321P
hsa-miR-23b-3p,ZNF579
hsa-miR-23b-3p,A1BG
hsa-miR-23b-3p,CNN2
hsa-miR-23b-3p,SAFB
hsa-miR-23b-3p,RAB4B-EGLN2
hsa-miR-23b-3p,EGLN2
hsa-miR-23b-3p,FOSB
hsa-miR-23b-3p,ZNF701
hsa-miR-23b-3p,NDUFA3
hsa-miR-23b-3p,MCFD2
hsa-miR-23b-3p,FBXO11
hsa-miR-23b-3p,PPP4R3B
hsa-miR-23b-3p,TGFA
hsa-miR-23b-3p,REEP1
hsa-miR-23b-3p,CHST10
hsa-miR-23b-3p,WDR33
hsa-miR-23b-3p,TLK1
hsa-miR-23b-3p,ORMDL1
hsa-miR-23b-3p,SATB2
hsa-miR-23b-3p,FZD5
hsa-miR-23b-3p,IDH1
hsa-miR-23b-3p,CUL3
hsa-miR-23b-3p,COL4A4
hsa-miR-23b-3p,VSNL1
hsa-miR-23b-3p,NCOA1
hsa-miR-23b-3p,PPP1CB
hsa-miR-23b-3p,PLEKHH2
hsa-miR-23b-3p,MEIS1
hsa-miR-23b-3p,MAT2A
hsa-miR-23b-3p,MAP4K4
hsa-miR-23b-3p,TMEM87B
hsa-miR-23b-3p,CCNT2
hsa-miR-23b-3p,SPOPL
hsa-miR-23b-3p,TNFAIP6
hsa-miR-23b-3p,PKP4
hsa-miR-23b-3p,UBR3
hsa-miR-23b-3p,DLX1
hsa-miR-23b-3p,HOXD10
hsa-miR-23b-3p,GLS
hsa-miR-23b-3p,C2orf69
hsa-miR-23b-3p,ZDBF2
hsa-miR-23b-3p,CAB39
hsa-miR-23b-3p,SNX5
hsa-miR-23b-3p,NCOA6
hsa-miR-23b-3p,BLCAP
hsa-miR-23b-3p,SIRPA
hsa-miR-23b-3p,ATRN
hsa-miR-23b-3p,MAPRE1
hsa-miR-23b-3p,TOP1
hsa-miR-23b-3p,STK4
hsa-miR-23b-3p,SYS1
hsa-miR-23b-3p,CSE1L
hsa-miR-23b-3p,BRWD1
hsa-miR-23b-3p,MCM3AP
hsa-miR-23b-3p,SH3BGR
hsa-miR-23b-3p,PKNOX1
hsa-miR-23b-3p,ATP6V1E1
hsa-miR-23b-3p,PRR14L
hsa-miR-23b-3p,NUP50
hsa-miR-23b-3p,SRGAP3
hsa-miR-23b-3p,SATB1
hsa-miR-23b-3p,TOP2B
hsa-miR-23b-3p,AZI2
hsa-miR-23b-3p,SETD2
hsa-miR-23b-3p,MAP4
hsa-miR-23b-3p,PFKFB4
hsa-miR-23b-3p,TUSC2
hsa-miR-23b-3p,PBRM1
hsa-miR-23b-3p,LRIG1
hsa-miR-23b-3p,RYBP
hsa-miR-23b-3p,ROBO1
hsa-miR-23b-3p,VGLL3
hsa-miR-23b-3p,CGGBP1
hsa-miR-23b-3p,BTLA
hsa-miR-23b-3p,NAA50
hsa-miR-23b-3p,TOPBP1
hsa-miR-23b-3p,MSL2
hsa-miR-23b-3p,FOXL2
hsa-miR-23b-3p,KPNA4
hsa-miR-23b-3p,TGFBR2
hsa-miR-23b-3p,KBTBD8
hsa-miR-23b-3p,ROBO2
hsa-miR-23b-3p,ZNF654
hsa-miR-23b-3p,C3orf52
hsa-miR-23b-3p,SPSB4
hsa-miR-23b-3p,ZIC1
hsa-miR-23b-3p,RAP2B
hsa-miR-23b-3p,ATP11B
hsa-miR-23b-3p,LPP
hsa-miR-23b-3p,PPARGC1A
hsa-miR-23b-3p,DHX15
hsa-miR-23b-3p,ANKRD17
hsa-miR-23b-3p,RCHY1
hsa-miR-23b-3p,G3BP2
hsa-miR-23b-3p,CNOT6L
hsa-miR-23b-3p,NAP1L5
hsa-miR-23b-3p,UBE2D3
hsa-miR-23b-3p,ELOVL6
hsa-miR-23b-3p,ANKRD50
hsa-miR-23b-3p,ELF2
hsa-miR-23b-3p,TBC1D9
hsa-miR-23b-3p,OTUD4
hsa-miR-23b-3p,HMGB2
hsa-miR-23b-3p,NSD2
hsa-miR-23b-3p,CPEB2
hsa-miR-23b-3p,KLF3
hsa-miR-23b-3p,KLHL5
hsa-miR-23b-3p,SLC4A4
hsa-miR-23b-3p,TET2
hsa-miR-23b-3p,USP53
hsa-miR-23b-3p,INTU
hsa-miR-23b-3p,NAA15
hsa-miR-23b-3p,ARFIP1
hsa-miR-23b-3p,TMEM131L
hsa-miR-23b-3p,MSMO1
hsa-miR-23b-3p,PALLD
hsa-miR-23b-3p,CLCN3
hsa-miR-23b-3p,SLC25A4
hsa-miR-23b-3p,HMGCS1
hsa-miR-23b-3p,ENC1
hsa-miR-23b-3p,LHFPL2
hsa-miR-23b-3p,CCNH
hsa-miR-23b-3p,TMED7
hsa-miR-23b-3p,FBN2
hsa-miR-23b-3p,IRF1
hsa-miR-23b-3p,C5orf15
hsa-miR-23b-3p,SPOCK1
hsa-miR-23b-3p,GNPDA1
hsa-miR-23b-3p,ADAM19
hsa-miR-23b-3p,NPR3
hsa-miR-23b-3p,RAI14
hsa-miR-23b-3p,SLC1A3
hsa-miR-23b-3p,PTGER4
hsa-miR-23b-3p,MAP3K1
hsa-miR-23b-3p,GPBP1
hsa-miR-23b-3p,TNPO1
hsa-miR-23b-3p,VCAN
hsa-miR-23b-3p,CSNK1G3
hsa-miR-23b-3p,LMNB1
hsa-miR-23b-3p,CHSY3
hsa-miR-23b-3p,SEC24A
hsa-miR-23b-3p,SMAD5
hsa-miR-23b-3p,ANKHD1
hsa-miR-23b-3p,CCNG1
hsa-miR-23b-3p,CPEB4
hsa-miR-23b-3p,MAML1
hsa-miR-23b-3p,ATXN1
hsa-miR-23b-3p,ENPP5
hsa-miR-23b-3p,ICK
hsa-miR-23b-3p,TSPYL4
hsa-miR-23b-3p,MAP7
hsa-miR-23b-3p,MAP3K5
hsa-miR-23b-3p,HIVEP2
hsa-miR-23b-3p,GCNT2
hsa-miR-23b-3p,JARID2
hsa-miR-23b-3p,SNRPC
hsa-miR-23b-3p,MDFI
hsa-miR-23b-3p,RUNX2
hsa-miR-23b-3p,ZNF292
hsa-miR-23b-3p,LIN28B
hsa-miR-23b-3p,PRDM1
hsa-miR-23b-3p,MARCKS
hsa-miR-23b-3p,NUS1
hsa-miR-23b-3p,ASF1A
hsa-miR-23b-3p,GJA1
hsa-miR-23b-3p,TNFAIP3
hsa-miR-23b-3p,AKAP12
hsa-miR-23b-3p,MYCT1
hsa-miR-23b-3p,WTAP
hsa-miR-23b-3p,AFDN
hsa-miR-23b-3p,HOXA3
hsa-miR-23b-3p,POM121C
hsa-miR-23b-3p,YWHAG
hsa-miR-23b-3p,TFPI2
hsa-miR-23b-3p,TSPAN12
hsa-miR-23b-3p,WASL
hsa-miR-23b-3p,CCM2
hsa-miR-23b-3p,VKORC1L1
hsa-miR-23b-3p,AUTS2
hsa-miR-23b-3p,POM121
hsa-miR-23b-3p,STEAP2
hsa-miR-23b-3p,CLDN12
hsa-miR-23b-3p,ZNF655
hsa-miR-23b-3p,MDFIC
hsa-miR-23b-3p,MET
hsa-miR-23b-3p,STRIP2
hsa-miR-23b-3p,MFHAS1
hsa-miR-23b-3p,EGR3
hsa-miR-23b-3p,ZNF395
hsa-miR-23b-3p,PDE7A
hsa-miR-23b-3p,RAD21
hsa-miR-23b-3p,HAS2
hsa-miR-23b-3p,MICU3
hsa-miR-23b-3p,ATP6V1B2
hsa-miR-23b-3p,PLPBP
hsa-miR-23b-3p,CRISPLD1
hsa-miR-23b-3p,HNF4G
hsa-miR-23b-3p,ZFHX4
hsa-miR-23b-3p,PKIA
hsa-miR-23b-3p,CA2
hsa-miR-23b-3p,ESRP1
hsa-miR-23b-3p,ATP6V1C1
hsa-miR-23b-3p,TRIB1
hsa-miR-23b-3p,NFIB
hsa-miR-23b-3p,HAUS6
hsa-miR-23b-3p,UBAP2
hsa-miR-23b-3p,RNF38
hsa-miR-23b-3p,TMEM2
hsa-miR-23b-3p,AUH
hsa-miR-23b-3p,NR6A1
hsa-miR-23b-3p,PPP6C
hsa-miR-23b-3p,NACC2
hsa-miR-23b-3p,SLC1A1
hsa-miR-23b-3p,UBE2R2
hsa-miR-23b-3p,TMOD1
hsa-miR-23b-3p,NCBP1
hsa-miR-23b-3p,GALNT12
hsa-miR-23b-3p,RAD23B
hsa-miR-23b-3p,NEK6
hsa-miR-23b-3p,ZBTB43
hsa-miR-23b-3p,ZBTB34
hsa-miR-23b-3p,ANOS1
hsa-miR-23b-3p,ADGRG2
hsa-miR-23b-3p,ZC4H2
hsa-miR-23b-3p,PJA1
hsa-miR-23b-3p,TENM1
hsa-miR-23b-3p,HS6ST2
hsa-miR-23b-3p,RAB39B
hsa-miR-23b-3p,SMS
hsa-miR-23b-3p,KDM6A
hsa-miR-23b-3p,CHST7
hsa-miR-23b-3p,FOXO4
hsa-miR-23b-3p,COL4A5
hsa-miR-23b-3p,SLC6A14
hsa-miR-23b-3p,XIAP
hsa-miR-23b-3p,FMR1
hsa-miR-24-3p,ATP13A2
hsa-miR-24-3p,MARCKSL1
hsa-miR-24-3p,CITED4
hsa-miR-24-3p,PIK3R3
hsa-miR-24-3p,ZNF697
hsa-miR-24-3p,POGZ
hsa-miR-24-3p,DENND4B
hsa-miR-24-3p,CCT3
hsa-miR-24-3p,DEDD
hsa-miR-24-3p,SLC19A2
hsa-miR-24-3p,RC3H1
hsa-miR-24-3p,STX6
hsa-miR-24-3p,TMEM9
hsa-miR-24-3p,YOD1
hsa-miR-24-3p,RBBP4
hsa-miR-24-3p,PTPRF
hsa-miR-24-3p,PLK3
hsa-miR-24-3p,RNF11
hsa-miR-24-3p,S1PR1
hsa-miR-24-3p,PTGFRN
hsa-miR-24-3p,CGN
hsa-miR-24-3p,LAMC1
hsa-miR-24-3p,RNF2
hsa-miR-24-3p,KCNK2
hsa-miR-24-3p,MIA3
hsa-miR-24-3p,KLF6
hsa-miR-24-3p,SKIDA1
hsa-miR-24-3p,DNAJB12
hsa-miR-24-3p,SH3PXD2A
hsa-miR-24-3p,NET1
hsa-miR-24-3p,ARID5B
hsa-miR-24-3p,KAT6B
hsa-miR-24-3p,TSPAN14
hsa-miR-24-3p,BTAF1
hsa-miR-24-3p,SEMA4G
hsa-miR-24-3p,TAF5
hsa-miR-24-3p,MXI1
hsa-miR-24-3p,FAM45A
hsa-miR-24-3p,ABRAXAS2
hsa-miR-24-3p,DUSP8
hsa-miR-24-3p,SBF2
hsa-miR-24-3p,STX5
hsa-miR-24-3p,B4GAT1
hsa-miR-24-3p,KCTD21
hsa-miR-24-3p,H2AFX
hsa-miR-24-3p,ZBTB44
hsa-miR-24-3p,ADM
hsa-miR-24-3p,NAV2
hsa-miR-24-3p,KIAA1549L
hsa-miR-24-3p,KDM5A
hsa-miR-24-3p,DUSP16
hsa-miR-24-3p,PTHLH
hsa-miR-24-3p,LMBR1L
hsa-miR-24-3p,SMAGP
hsa-miR-24-3p,ATP2B1
hsa-miR-24-3p,CDK17
hsa-miR-24-3p,APPL2
hsa-miR-24-3p,CREBL2
hsa-miR-24-3p,CDKN1B
hsa-miR-24-3p,ARID2
hsa-miR-24-3p,ACVR1B
hsa-miR-24-3p,SP1
hsa-miR-24-3p,RAB5B
hsa-miR-24-3p,DYRK2
hsa-miR-24-3p,RAP1B
hsa-miR-24-3p,MLEC
hsa-miR-24-3p,ATP6V0A2
hsa-miR-24-3p,KPNA3
hsa-miR-24-3p,TNFRSF19
hsa-miR-24-3p,FREM2
hsa-miR-24-3p,BCL2L2
hsa-miR-24-3p,SSTR1
hsa-miR-24-3p,SEMA7A
hsa-miR-24-3p,PTPN9
hsa-miR-24-3p,CSK
hsa-miR-24-3p,SCAMP5
hsa-miR-24-3p,FURIN
hsa-miR-24-3p,NUDT21
hsa-miR-24-3p,CMTM4
hsa-miR-24-3p,RANBP10
hsa-miR-24-3p,ZCCHC14
hsa-miR-24-3p,SNN
hsa-miR-24-3p,PSKH1
hsa-miR-24-3p,HAS3
hsa-miR-24-3p,CYB5B
hsa-miR-24-3p,MNT
hsa-miR-24-3p,PHF23
hsa-miR-24-3p,YBX2
hsa-miR-24-3p,PIGS
hsa-miR-24-3p,HNF1B
hsa-miR-24-3p,RAB5C
hsa-miR-24-3p,ATXN7L3
hsa-miR-24-3p,SP6
hsa-miR-24-3p,LIMD2
hsa-miR-24-3p,TAOK1
hsa-miR-24-3p,RNF138
hsa-miR-24-3p,RNF165
hsa-miR-24-3p,TSHZ1
hsa-miR-24-3p,WIZ
hsa-miR-24-3p,SERTAD1
hsa-miR-24-3p,BBC3
hsa-miR-24-3p,MBOAT7
hsa-miR-24-3p,MIDN
hsa-miR-24-3p,RAB4B
hsa-miR-24-3p,MIA-RAB4B
hsa-miR-24-3p,NECTIN2
hsa-miR-24-3p,KMT5C
hsa-miR-24-3p,ATAD2B
hsa-miR-24-3p,PPM1G
hsa-miR-24-3p,SFXN5
hsa-miR-24-3p,MGAT4A
hsa-miR-24-3p,IL1A
hsa-miR-24-3p,FAM168B
hsa-miR-24-3p,FZD5
hsa-miR-24-3p,IGFBP5
hsa-miR-24-3p,PER2
hsa-miR-24-3p,NCOA1
hsa-miR-24-3p,SMYD5
hsa-miR-24-3p,IL1R1
hsa-miR-24-3p,BCL2L11
hsa-miR-24-3p,GAD1
hsa-miR-24-3p,BZW1
hsa-miR-24-3p,NRP2
hsa-miR-24-3p,TRPC4AP
hsa-miR-24-3p,ZNF217
hsa-miR-24-3p,SIRPA
hsa-miR-24-3p,ENTPD6
hsa-miR-24-3p,DLGAP4
hsa-miR-24-3p,TGIF2
hsa-miR-24-3p,TOP1
hsa-miR-24-3p,TMEM50B
hsa-miR-24-3p,AGPAT3
hsa-miR-24-3p,GUCD1
hsa-miR-24-3p,NEK4
hsa-miR-24-3p,VGLL3
hsa-miR-24-3p,DCBLD2
hsa-miR-24-3p,USF3
hsa-miR-24-3p,CCDC58
hsa-miR-24-3p,ZXDC
hsa-miR-24-3p,AMOTL2
hsa-miR-24-3p,PLOD2
hsa-miR-24-3p,KPNA4
hsa-miR-24-3p,RUBCN
hsa-miR-24-3p,MTMR14
hsa-miR-24-3p,TRIM71
hsa-miR-24-3p,ZNF501
hsa-miR-24-3p,LIMD1
hsa-miR-24-3p,PXK
hsa-miR-24-3p,ZNF654
hsa-miR-24-3p,CDV3
hsa-miR-24-3p,TSC22D2
hsa-miR-24-3p,APBB2
hsa-miR-24-3p,NFXL1
hsa-miR-24-3p,GPAT3
hsa-miR-24-3p,PCDH10
hsa-miR-24-3p,CLCN3
hsa-miR-24-3p,LHFPL2
hsa-miR-24-3p,TMEM161B
hsa-miR-24-3p,LOX
hsa-miR-24-3p,IRF1
hsa-miR-24-3p,KLHL3
hsa-miR-24-3p,DIAPH1
hsa-miR-24-3p,STC2
hsa-miR-24-3p,PTGER4
hsa-miR-24-3p,RASA1
hsa-miR-24-3p,MATR3
hsa-miR-24-3p,PURA
hsa-miR-24-3p,TCERG1
hsa-miR-24-3p,NDST1
hsa-miR-24-3p,CNOT6
hsa-miR-24-3p,BVES
hsa-miR-24-3p,SESN1
hsa-miR-24-3p,DLL1
hsa-miR-24-3p,PIM1
hsa-miR-24-3p,TBC1D22B
hsa-miR-24-3p,PRDM1
hsa-miR-24-3p,PURB
hsa-miR-24-3p,AVL9
hsa-miR-24-3p,RALA
hsa-miR-24-3p,RSBN1L
hsa-miR-24-3p,LMTK2
hsa-miR-24-3p,ZSCAN21
hsa-miR-24-3p,PRKRIP1
hsa-miR-24-3p,INSIG1
hsa-miR-24-3p,DLC1
hsa-miR-24-3p,ZNF395
hsa-miR-24-3p,RAB11FIP1
hsa-miR-24-3p,KAT6A
hsa-miR-24-3p,TP53INP1
hsa-miR-24-3p,SNTB1
hsa-miR-24-3p,POLR3D
hsa-miR-24-3p,C8orf58
hsa-miR-24-3p,BNIP3L
hsa-miR-24-3p,PTPRD
hsa-miR-24-3p,GBA2
hsa-miR-24-3p,GNE
hsa-miR-24-3p,NAIF1
hsa-miR-24-3p,SECISBP2
hsa-miR-24-3p,SCML2
hsa-miR-24-3p,KLHL15
hsa-miR-24-3p,PIM2
hsa-miR-24-3p,OTUD5
hsa-miR-24-3p,ZXDA
hsa-miR-24-3p,TAF7L
hsa-miR-24-3p,RAP2C
hsa-miR-24-3p,SHROOM2
hsa-miR-24-3p,SCML1
hsa-miR-24-3p,ZXDB
hsa-miR-24-3p,OGT
hsa-miR-24-3p,SLC16A2
hsa-miR-24-3p,ATG4A
hsa-miR-25-3p,LUZP1
hsa-miR-25-3p,SLC9A1
hsa-miR-25-3p,BSDC1
hsa-miR-25-3p,GPBP1L1
hsa-miR-25-3p,PIK3R3
hsa-miR-25-3p,RSBN1
hsa-miR-25-3p,ANP32E
hsa-miR-25-3p,GATAD2B
hsa-miR-25-3p,DENND4B
hsa-miR-25-3p,MEF2D
hsa-miR-25-3p,DUSP10
hsa-miR-25-3p,AIDA
hsa-miR-25-3p,LYST
hsa-miR-25-3p,OTUD3
hsa-miR-25-3p,CDC42
hsa-miR-25-3p,PPCS
hsa-miR-25-3p,RNF11
hsa-miR-25-3p,NFIA
hsa-miR-25-3p,S1PR1
hsa-miR-25-3p,AHCYL1
hsa-miR-25-3p,KCNC4
hsa-miR-25-3p,HIPK1
hsa-miR-25-3p,OAZ3
hsa-miR-25-3p,DCAF6
hsa-miR-25-3p,RGL1
hsa-miR-25-3p,BTG2
hsa-miR-25-3p,MARK1
hsa-miR-25-3p,MIA3
hsa-miR-25-3p,FMN2
hsa-miR-25-3p,KIF5B
hsa-miR-25-3p,DNAJB12
hsa-miR-25-3p,CPEB3
hsa-miR-25-3p,PIK3AP1
hsa-miR-25-3p,SH3PXD2A
hsa-miR-25-3p,CCDC186
hsa-miR-25-3p,CREM
hsa-miR-25-3p,KIF1BP
hsa-miR-25-3p,PTEN
hsa-miR-25-3p,TBC1D12
hsa-miR-25-3p,DUSP5
hsa-miR-25-3p,ADRB1
hsa-miR-25-3p,FAM160B1
hsa-miR-25-3p,PLEKHA1
hsa-miR-25-3p,CDKN1C
hsa-miR-25-3p,RNF141
hsa-miR-25-3p,DKK3
hsa-miR-25-3p,LMO2
hsa-miR-25-3p,FNBP4
hsa-miR-25-3p,KMT5B
hsa-miR-25-3p,C11orf24
hsa-miR-25-3p,SESN3
hsa-miR-25-3p,USP28
